1,0,4500,0,1,2
3,1,5000,0,2,0
3,0,3000,0,2,2
1,0,3000,1,3,2
1,0,4500,1,3,2
3,1,5000,1,1,0
1,1,6000,1,3,1
0,0,4500,0,2,2
3,0,3500,1,5,2
3,0,3500,1,5,2
3,0,3500,0,2,2
3,1,5000,0,1,0
3,1,6000,0,2,0
3,0,3000,0,2,2
3,0,3500,0,2,2
5,0,4000,0,2,3
1,1,5000,0,2,1
5,0,3000,1,3,3
0,1,7000,1,3,1
1,1,6000,1,3,1
5,0,4000,0,2,3
3,0,3000,1,3,2
0,0,4500,0,1,2
1,1,5000,1,3,1
3,1,5000,1,1,0
5,0,4000,0,3,3
3,1,6000,1,3,0
3,1,5000,1,1,0
0,1,7000,1,5,1
1,1,6000,1,7,1
1,0,4500,1,3,2
3,1,6000,0,1,0
1,0,4500,0,2,2
3,0,3500,0,2,2
5,0,2500,1,3,3
0,0,4500,0,1,2
5,0,4000,0,2,3
3,1,5000,1,5,0
3,1,6000,1,5,0
0,0,4500,0,2,2
0,1,7000,0,2,1
1,1,6000,1,5,1
0,0,4500,0,3,2
1,0,3000,0,2,2
1,0,4500,1,5,2
0,1,7000,0,3,1
5,0,4000,0,2,3
1,1,6000,1,7,1
3,1,6000,0,2,0
0,1,7000,0,2,1
3,1,6000,1,5,0
5,0,4000,0,3,3
0,1,8000,1,3,1
5,0,4000,1,7,3
0,1,7000,1,7,1
5,0,4000,0,3,3
1,1,6000,1,5,1
0,0,4500,0,1,2
3,1,5000,0,2,0
3,0,3000,1,5,2
1,0,3000,0,1,2
0,1,7000,1,7,1
1,0,4500,0,2,2
5,0,4000,0,2,3
1,1,5000,1,7,1
0,1,8000,0,1,1
3,1,5000,0,3,0
0,1,8000,1,1,1
5,0,3000,0,3,3
3,0,3500,0,2,2
0,1,8000,0,3,1
1,0,4500,1,1,2
3,0,3000,1,3,2
1,1,6000,1,3,1
1,1,5000,0,1,1
5,0,4000,0,1,3
5,0,3000,0,2,3
1,1,5000,1,3,1
3,1,6000,0,3,0
1,1,6000,1,3,1
3,1,5000,0,1,0
0,0,4500,1,7,2
1,1,5000,0,1,1
5,0,4000,1,5,3
0,1,7000,0,1,1
3,1,6000,1,3,2
1,0,4500,0,2,2
1,1,5000,1,5,1
0,0,4500,0,1,2
3,1,5000,1,3,0
1,0,3000,1,1,2
1,1,5000,1,1,1
0,0,5000,1,3,2
1,1,5000,0,1,1
3,0,3000,0,1,2
1,1,5000,0,1,1
1,1,5000,1,3,1
1,1,5000,0,1,1
3,1,5000,1,1,0
1,0,3000,1,1,2
0,1,7000,0,1,1
3,1,5000,1,1,0
3,0,3000,1,1,2
